Full Text,Author,Creation Time,Hashtags,text,is_road_closure
These fires are crazy!!! Pray for socal #socal #socalfires #socalfire #westhillsfire #wildfire #wildfires #malibu #malibufire #fires #fire #woodlandhills #woodlandhillsfire… https://www.instagram.com/p/BqA46eXHX9e/?utm_source=ig_twitter_share&igshid=t4j6sreed18h …,dice_the_barber,Sat Nov 10 20:53:21 +0000 2018,#socal #socalfires #socalfire #westhillsfire #wildfire #wildfires #malibu #malibufire #fires #fire #woodlandhills #woodlandhillsfire,these fire are crazy pray for socal #socal #socalfires #socalfire #westhillsfire #wildfire #wildfires #malibu #malibufire #fires #fire #woodlandhills #woodlandhillsfire http www instagram com p bqa46exhx9e utm source ig twitter share igshid t4j6sreed18h,0
Smokey as...well... #hell. #LA #fires #venicebeach #marinadelrey #losangeles #hollywood #california #marinadeley @tinaeatsdrinks #c4jforever #nakedauthor #jasonwilliammitchiner… https://www.instagram.com/p/BqA4grBAF0q/?utm_source=ig_twitter_share&igshid=1a8pfyfx9suq6 …,nakedauthor,Sat Nov 10 20:50:55 +0000 2018,#hell #LA #fires #venicebeach #marinadelrey #losangeles #hollywood #california #marinadeley #c4jforever #nakedauthor #jasonwilliammitchiner,smokey a well #hell #la #fires #venicebeach #marinadelrey #losangeles #hollywood #california #marinadeley #c4jforever #nakedauthor #jasonwilliammitchiner http www instagram com p bqa4grbaf0q utm source ig twitter share igshid 1a8pfyfx9suq6,0
"Views from the Santa Monica Pier! Bonus picture of the smoke from the fire in Thousand Oaks, California @Santa Monica Pier https://www.instagram.com/p/BqA4eBWBh_zkTTYmT_dy8XuzlVVaNAhxIrE0IU0/?utm_source=ig_twitter_share&igshid=jhrv5c9m0gsx …",AlexxReed,Sat Nov 10 20:48:22 +0000 2018,,view from the santa monica pier bonus picture of the smoke from the fire in thousand oak california monica pier http www instagram com p bqa4ebwbh zkttymt dy8xuzlvvanahxire0iu0 utm source ig twitter share igshid jhrv5c9m0gsx,0
"Santa Monica POV of the fires. Sad week for LA and NorCal #wildfire #woolseyfire #hillfire #malibu @Santa Monica, California https://www.instagram.com/p/Bp-6L7Mg7dt/?utm_source=ig_twitter_share&igshid=166tfa51hvxku …",ConArteest,Sat Nov 10 20:45:42 +0000 2018,#wildfire #woolseyfire #hillfire #malibu,santa monica pov of the fire sad week for la and norcal #wildfire #woolseyfire #hillfire #malibu monica california http www instagram com p bp 6l7mg7dt utm source ig twitter share igshid 166tfa51hvxku,0
"The fires are still blazing around us, but Glen Nadeau and I are safe out here in Southern California (Culver City/Palms)! Please consider donating to http://musicforrelief.org/fire -… https://www.instagram.com/p/BqA4Be7A8dt/?utm_source=ig_twitter_share&igshid=3ovbskn3mo5p …",gregorydouglass,Sat Nov 10 20:44:39 +0000 2018,,the fire are still blazing around u but glen nadeau and i are safe out here in southern california culver city palm please consider donating to http musicforrelief org fire http www instagram com p bqa4be7a8dt utm source ig twitter share igshid 3ovbskn3mo5p,0
"These two wanderlusting fools will be sailing their hot air balloon to the ""Land of Fire & Ice"" in less than two weeks!! If you have any adventure tips for Icelandic Winter Extravaganzas-… https://www.instagram.com/p/BqA36PRhJ4z/?utm_source=ig_twitter_share&igshid=13jfom9u2i0w9 …",Zerchinator,Sat Nov 10 20:43:39 +0000 2018,,these two wanderlusting fool will be sailing their hot air balloon to the land of fire ice in le than two week if you have any adventure tip for icelandic winter extravaganza http www instagram com p bqa36prhj4z utm source ig twitter share igshid 13jfom9u2i0w9,0
Beach conditions in #santa monica / unbelievable... dense smoke from the fires being whisked southward as winds pick up. #california @Santa Monica Pier https://www.instagram.com/p/BqA3o7LFxMX/?utm_source=ig_twitter_share&igshid=1ccx1s77i2ewt …,brittneydiana,Sat Nov 10 20:43:26 +0000 2018,#santa #california,beach condition in #santa monica unbelievable dense smoke from the fire being whisked southward a wind pick up #california monica pier http www instagram com p bqa3o7lfxmx utm source ig twitter share igshid 1ccx1s77i2ewt,0
"Rapporterade om branden här i Kalifornien. #fire #tv4 #tv4live #tv4nyheterna @Los Angeles, California https://www.instagram.com/p/BqA3vJohk7k/?utm_source=ig_twitter_share&igshid=evsg0fy49boq …",DanNorra,Sat Nov 10 20:41:55 +0000 2018,#fire #tv4 #tv4live #tv4nyheterna,rapporterade om branden h r i kalifornien #fire #tv4 #tv4live #tv4nyheterna angeles california http www instagram com p bqa3vjohk7k utm source ig twitter share igshid evsg0fy49boq,0
"#smoke #fire #smoke #marvista #venice @Los Angeles, California https://www.instagram.com/p/BqA3lHCgPAP/?utm_source=ig_twitter_share&igshid=9ghk1ec97y2a …",911battery,Sat Nov 10 20:41:24 +0000 2018,#smoke #fire #smoke #marvista #venice,#smoke #fire #smoke #marvista #venice angeles california http www instagram com p bqa3lhcgpap utm source ig twitter share igshid 9ghk1ec97y2a,0
"Ash falling from the sky. #WoolseyFire #HillcanyonFire #fire #LosAngeles #SoCal #californiawildfires #californiafires @Woodland Hills, California https://www.instagram.com/p/BqA2dHOBKlH/?utm_source=ig_twitter_share&igshid=jwspw7mg9ojm …",jaumeAV,Sat Nov 10 20:30:47 +0000 2018,#WoolseyFire #HillcanyonFire #fire #LosAngeles #SoCal #californiawildfires #californiafires,ash falling from the sky #woolseyfire #hillcanyonfire #fire #losangeles #socal #californiawildfires #californiafires hill california http www instagram com p bqa2dhobklh utm source ig twitter share igshid jwspw7mg9ojm,0
"We’re safe and not that close to the fire, but the air quality is still not good. Stay inside if you’re in the LA area. #NoFilter #WoolseyFire scenes in #PlayaVista @Los Angeles, California https://www.instagram.com/p/BqA2CEBAiqH/?utm_source=ig_twitter_share&igshid=4inond7nzz30 …",QBraid,Sat Nov 10 20:28:38 +0000 2018,#NoFilter #WoolseyFire #PlayaVista,we re safe and not that close to the fire but the air quality is still not good stay inside if you re in the la area #nofilter #woolseyfire scene in #playavista angeles california http www instagram com p bqa2cebaiqh utm source ig twitter share igshid 4inond7nzz30,0
For my friends out of town I wanted to share these picture of Malibu yesterday. It was a very scary day for everyone in Los Angeles fires were out of control in so many… https://www.instagram.com/candumanagement/p/BqA16PrgEP4/?utm_source=ig_twitter_share&igshid=1kkbbd09ah96s …,CanduManagement,Sat Nov 10 20:26:05 +0000 2018,,for my friend out of town i wanted to share these picture of malibu yesterday it wa a very scary day for everyone in los angeles fire were out of control in so many http www instagram com candumanagement p bqa16prgep4 utm source ig twitter share igshid 1kkbbd09ah96s,0
My deepest love and strength to all my friends in California who lost their homes in the fires during the last few days. I can’t even imagine... Photo credit; @lennykravitz… https://www.instagram.com/p/BqA1c4KBTkm/?utm_source=ig_twitter_share&igshid=kcyqbcwv8uu …,ExplorerJEN,Sat Nov 10 20:21:57 +0000 2018,,my deepest love and strength to all my friend in california who lost their home in the fire during the last few day i can t even imagine photo credit http www instagram com p bqa1c4kbtkm utm source ig twitter share igshid kcyqbcwv8uu,0
"Please donate to the #California #fire #victims Go to ktla5news for information. #CaliforniaStrong ....Don’t need @realdonaldtrump @Reseda, California https://www.instagram.com/p/BqA00poAmVB/?utm_source=ig_twitter_share&igshid=1tngrfxwm85h2 …",UglyVictor,Sat Nov 10 20:16:28 +0000 2018,#California #fire #victims #CaliforniaStrong,please donate to the #california #fire #victims go to ktla5news for information #californiastrong don t need california http www instagram com p bqa00poamvb utm source ig twitter share igshid 1tngrfxwm85h2,0
"#SilenceIsGolden #Repost @realdlhughley : In the wake of innocent people dying trying to escape these massive fires, people losing their homes and memories and things they worked all their… https://www.instagram.com/p/BqA0NvwlqZQ/?utm_source=ig_twitter_share&igshid=2lmql72javyc …",arifskinchen,Sat Nov 10 20:11:34 +0000 2018,#SilenceIsGolden #Repost,#silenceisgolden #repost in the wake of innocent people dying trying to escape these massive fire people losing their home and memory and thing they worked all their http www instagram com p bqa0nvwlqzq utm source ig twitter share igshid 2lmql72javyc,0
It’s horrifying to see your city on fire and even worse to know that people are losing their homes and even lives. So many prayers for anyone affected by these tragic fires. Thank you to… https://www.instagram.com/p/BqAz6UChJAx/?utm_source=ig_twitter_share&igshid=1lq8idx91ozkd …,HeidiMoney,Sat Nov 10 20:08:31 +0000 2018,,it s horrifying to see your city on fire and even worse to know that people are losing their home and even life so many prayer for anyone affected by these tragic fire thank you to http www instagram com p bqaz6uchjax utm source ig twitter share igshid 1lq8idx91ozkd,0
"YES WE THANK YOU FOR YOUR COURAGE & BRAVERY. To all my friends & family, I encourage you to make donations to your Local Fire Department Chapters. Let’s lighten their load any which way… https://www.instagram.com/p/BqAzal4HsWl/?utm_source=ig_twitter_share&igshid=1wzla50jfeb6i …",shadouh,Sat Nov 10 20:04:08 +0000 2018,,yes we thank you for your courage bravery to all my friend family i encourage you to make donation to your local fire department chapter let s lighten their load any which way http www instagram com p bqazal4hswl utm source ig twitter share igshid 1wzla50jfeb6i,0
Thinking about all of the poor animals out in CA with these fires. My heart breaks for these wonderful creatures! @Malibu Wine Safaris https://www.instagram.com/p/BqAzVQRn8qX/?utm_source=ig_twitter_share&igshid=jpsqxcqmwv22 …,nikaateerys,Sat Nov 10 20:03:28 +0000 2018,,thinking about all of the poor animal out in ca with these fire my heart break for these wonderful creature wine safari http www instagram com p bqazvqrn8qx utm source ig twitter share igshid jpsqxcqmwv22,0
"Smoke from fires. @Marina del Rey, California https://www.instagram.com/p/BqAzQckB3Oc/?utm_source=ig_twitter_share&igshid=1cm05dc8pl7ao …",BillKaneko,Sat Nov 10 20:02:50 +0000 2018,,smoke from fire del rey california http www instagram com p bqazqckb3oc utm source ig twitter share igshid 1cm05dc8pl7ao,0
Topanga canyon is closed between mulholland drive and pch due to the fires. in #MalibuPacificPalisades on Hwy 27 ... http://bit.ly/10F395r,TotalTrafficLA,Sat Nov 10 20:01:34 +0000 2018,#MalibuPacificPalisades,topanga canyon is closed between mulholland drive and pch due to the fire in #malibupacificpalisades on hwy 27 http bit ly 10f395r,1
"You know the fires are bad when it smells and looks like every single one of your neighbors has their bbq/smoker going in their backwards #la #wildfires @Los Angeles, California https://www.instagram.com/p/BqAzEiwlgcz/?utm_source=ig_twitter_share&igshid=1ebvuflifxgl4 …",TheDrunkenCrane,Sat Nov 10 20:01:12 +0000 2018,#la #wildfires,you know the fire are bad when it smell and look like every single one of your neighbor ha their bbq smoker going in their backwards #la #wildfires angeles california http www instagram com p bqazeiwlgcz utm source ig twitter share igshid 1ebvuflifxgl4,0
Topanga blvd is closed between mulholland drive and pch due to the fires. in #MalibuPacificPalisades on Hwy 27 Bo... http://bit.ly/10F395r,TotalTrafficLA,Sat Nov 10 19:57:47 +0000 2018,#MalibuPacificPalisades,topanga blvd is closed between mulholland drive and pch due to the fire in #malibupacificpalisades on hwy 27 bo http bit ly 10f395r,1
"These fires are no joke and I don’t want to alarm anybody but I think they’re getting closer... @Playa Del Rey, California https://www.instagram.com/p/BqAxf0pBmPs82d3YxGDr2jG_yLBZWOP9mGU-Gg0/?utm_source=ig_twitter_share&igshid=b5e8rx1nhwaz …",sarahjuana211,Sat Nov 10 19:48:57 +0000 2018,,these fire are no joke and i don t want to alarm anybody but i think they re getting closer del rey california http www instagram com p bqaxf0pbmps82d3yxgdr2jg ylbzwop9mgu gg0 utm source ig twitter share igshid b5e8rx1nhwaz,0
Just another fall day in LA with a 747 dropping water on another fire. LAFD are frickin’ heroes!! Stay safe Malibu and Valley people. #fire #fall #la #malibu @Woodland Hills https://www.instagram.com/p/BqAwt38A27u/?utm_source=ig_twitter_share&igshid=1qnexhqynxmwe …,JeffJGame,Sat Nov 10 19:43:25 +0000 2018,#fire #fall #la #malibu,just another fall day in la with a 747 dropping water on another fire lafd are frickin hero stay safe malibu and valley people #fire #fall #la #malibu hill http www instagram com p bqawt38a27u utm source ig twitter share igshid 1qnexhqynxmwe,0
"LA is on fire , but nobody at The Mecca seems to care. #biggerstrongerfaster @Venice, California https://www.instagram.com/p/BqAwSNVFimP/?utm_source=ig_twitter_share&igshid=1n87ppq2dpcq9 …",BigStrongFast,Sat Nov 10 19:36:52 +0000 2018,#biggerstrongerfaster,la is on fire but nobody at the mecca seems to care #biggerstrongerfaster california http www instagram com p bqawsnvfimp utm source ig twitter share igshid 1n87ppq2dpcq9,0
it’s crazy to think this was the day before the fires. Everything was peaceful and calm. Last night the entire landscape behind me was up in flames & the sky filled with smoke. I packed a… https://www.instagram.com/p/BqAvocrAI9J/?utm_source=ig_twitter_share&igshid=1tvdc55nwjb2y …,KristenMcgowann,Sat Nov 10 19:31:54 +0000 2018,,it s crazy to think this wa the day before the fire everything wa peaceful and calm last night the entire landscape behind me wa up in flame the sky filled with smoke i packed a http www instagram com p bqavocrai9j utm source ig twitter share igshid 1tvdc55nwjb2y,0
"#Fire and #smoke from the Santa Monica Mountains! #MalibuFire! #Malibu, #California! #SoCal. #SantaMonicaMountains. #ThousandOaks. #Calabasas.… https://www.instagram.com/p/BqAtd4KBoxH/?utm_source=ig_twitter_share&igshid=1nzuayjl2wgjn …",Notorious_Nava,Sat Nov 10 19:29:30 +0000 2018,#Fire #smoke #MalibuFire #Malibu #California #SoCal #SantaMonicaMountains #ThousandOaks #Calabasas,#fire and #smoke from the santa monica mountain #malibufire #malibu #california #socal #santamonicamountains #thousandoaks #calabasas http www instagram com p bqatd4kboxh utm source ig twitter share igshid 1nzuayjl2wgjn,0
